V,2025-01-02 00:00:00-05:00,0.0,0.6249365,0.6249365,True,0.5606976747512817,Next-Day-High-To-Next-Day-Open-Ratio,0.0122217080519179,314.17999267578125,318.0198088220183
V,2025-01-03 00:00:00-05:00,0.0,0.5664596,0.5664596,True,0.5606976747512817,Next-Day-High-To-Next-Day-Open-Ratio,0.0122217080519179,315.010009765625,318.8599701384122
V,2025-01-13 00:00:00-05:00,0.0,0.5933738,0.5933738,True,0.5606976747512817,Next-Day-High-To-Next-Day-Open-Ratio,0.0122217080519179,308.75,312.5234523610296
V,2025-01-14 00:00:00-05:00,0.0,0.5678177,0.5678177,True,0.5606976747512817,Next-Day-High-To-Next-Day-Open-Ratio,0.0122217080519179,313.67999267578125,317.51369796799236
Orig_Ticker,Date,y-value,y-predict,y-predict-original,y-predict-binary,Threshold,Target,Target-Val,Next-Day-Open,Final-Price
Orig_Ticker,Date,y-value,y-predict,y-predict-original,y-predict-binary,Threshold,Target,Target-Val,Next-Day-Open,Final-Price
WMT,2025-01-02 00:00:00-05:00,0.0,0.7220174,0.7220174,True,0.5635435581207275,Next-Day-High-To-Next-Day-Open-Ratio,0.0123283731839865,90.1500015258789,91.26140438722689
WMT,2025-01-03 00:00:00-05:00,1.0,0.7974452,0.7974452,True,0.5635435581207275,Next-Day-High-To-Next-Day-Open-Ratio,0.0123283731839865,90.83000183105467,91.94978798993009
WMT,2025-01-07 00:00:00-05:00,0.0,0.7361887,0.7361887,True,0.5635435581207275,Next-Day-High-To-Next-Day-Open-Ratio,0.0123283731839865,91.11000061035156,92.23323869866921
Orig_Ticker,Date,y-value,y-predict,y-predict-original,y-predict-binary,Threshold,Target,Target-Val,Next-Day-Open,Final-Price
