prediction_index,threshold,TPs,FPs,FNs,Precision,Recall,Random-Guess
2,1.0,0,0,35,1.0,0.0,0.11627906976744186
2,0.25801193714141846,0,1,35,0.0,0.0,0.11627906976744186
2,0.25419339537620544,0,2,35,0.0,0.0,0.11627906976744186
2,0.25364696979522705,1,2,34,0.3333333333333333,0.02857142857142857,0.11627906976744186
2,0.2514503002166748,2,2,33,0.5,0.05714285714285714,0.11627906976744186
2,0.24714985489845276,2,3,33,0.4,0.05714285714285714,0.11627906976744186
2,0.24614575505256653,2,4,33,0.3333333333333333,0.05714285714285714,0.11627906976744186
2,0.24378708004951477,3,4,32,0.42857142857142855,0.08571428571428572,0.11627906976744186
2,0.24347257614135742,4,4,31,0.5,0.11428571428571428,0.11627906976744186
2,0.2381829470396042,4,5,31,0.4444444444444444,0.11428571428571428,0.11627906976744186
2,0.22828957438468933,5,5,30,0.5,0.14285714285714285,0.11627906976744186
2,0.22478072345256805,5,6,30,0.45454545454545453,0.14285714285714285,0.11627906976744186
2,0.21842578053474426,5,7,30,0.4166666666666667,0.14285714285714285,0.11627906976744186
2,0.2164222151041031,5,8,30,0.38461538461538464,0.14285714285714285,0.11627906976744186
2,0.21035999059677124,5,9,30,0.35714285714285715,0.14285714285714285,0.11627906976744186
2,0.2092651128768921,5,10,30,0.3333333333333333,0.14285714285714285,0.11627906976744186
2,0.2091178297996521,6,10,29,0.375,0.17142857142857143,0.11627906976744186
2,0.2076645940542221,6,11,29,0.35294117647058826,0.17142857142857143,0.11627906976744186
2,0.20675545930862427,6,12,29,0.3333333333333333,0.17142857142857143,0.11627906976744186
2,0.20621804893016815,6,13,29,0.3157894736842105,0.17142857142857143,0.11627906976744186
2,0.2034878432750702,6,14,29,0.3,0.17142857142857143,0.11627906976744186
2,0.20159834623336792,6,15,29,0.2857142857142857,0.17142857142857143,0.11627906976744186
2,0.19902247190475464,6,16,29,0.2727272727272727,0.17142857142857143,0.11627906976744186
2,0.19862960278987885,6,17,29,0.2608695652173913,0.17142857142857143,0.11627906976744186
2,0.19391264021396637,6,18,29,0.25,0.17142857142857143,0.11627906976744186
2,0.19333402812480927,6,19,29,0.24,0.17142857142857143,0.11627906976744186
2,0.19148138165473938,6,20,29,0.23076923076923078,0.17142857142857143,0.11627906976744186
2,0.17911522090435028,6,21,29,0.2222222222222222,0.17142857142857143,0.11627906976744186
2,0.17743194103240967,6,22,29,0.21428571428571427,0.17142857142857143,0.11627906976744186
2,0.17182734608650208,6,23,29,0.20689655172413793,0.17142857142857143,0.11627906976744186
2,0.16981081664562225,6,24,29,0.2,0.17142857142857143,0.11627906976744186
2,0.1697021871805191,6,25,29,0.1935483870967742,0.17142857142857143,0.11627906976744186
2,0.16712717711925507,6,26,29,0.1875,0.17142857142857143,0.11627906976744186
2,0.16694672405719757,6,27,29,0.18181818181818182,0.17142857142857143,0.11627906976744186
2,0.16023693978786469,7,27,28,0.20588235294117646,0.2,0.11627906976744186
2,0.1602303832769394,7,28,28,0.2,0.2,0.11627906976744186
2,0.1591760367155075,7,29,28,0.19444444444444445,0.2,0.11627906976744186
2,0.1585271656513214,7,30,28,0.1891891891891892,0.2,0.11627906976744186
2,0.1584004908800125,8,30,27,0.21052631578947367,0.22857142857142856,0.11627906976744186
2,0.15799425542354584,9,30,26,0.23076923076923078,0.2571428571428571,0.11627906976744186
2,0.15710216760635376,9,31,26,0.225,0.2571428571428571,0.11627906976744186
2,0.15672272443771362,9,32,26,0.21951219512195122,0.2571428571428571,0.11627906976744186
2,0.15594251453876495,10,32,25,0.23809523809523808,0.2857142857142857,0.11627906976744186
2,0.1556633859872818,10,33,25,0.23255813953488372,0.2857142857142857,0.11627906976744186
2,0.15547725558280945,10,34,25,0.22727272727272727,0.2857142857142857,0.11627906976744186
2,0.15525095164775848,10,35,25,0.2222222222222222,0.2857142857142857,0.11627906976744186
2,0.15504644811153412,10,36,25,0.21739130434782608,0.2857142857142857,0.11627906976744186
2,0.15468311309814453,10,37,25,0.2127659574468085,0.2857142857142857,0.11627906976744186
2,0.1543511301279068,11,37,24,0.22916666666666666,0.3142857142857143,0.11627906976744186
2,0.15411388874053955,11,38,24,0.22448979591836735,0.3142857142857143,0.11627906976744186
2,0.15277156233787537,11,39,24,0.22,0.3142857142857143,0.11627906976744186
2,0.15276184678077698,11,40,24,0.21568627450980393,0.3142857142857143,0.11627906976744186
2,0.1523001492023468,11,41,24,0.21153846153846154,0.3142857142857143,0.11627906976744186
2,0.15076500177383423,11,42,24,0.20754716981132076,0.3142857142857143,0.11627906976744186
2,0.15049511194229126,11,43,24,0.2037037037037037,0.3142857142857143,0.11627906976744186
2,0.1484784036874771,11,44,24,0.2,0.3142857142857143,0.11627906976744186
2,0.14799757301807404,11,45,24,0.19642857142857142,0.3142857142857143,0.11627906976744186
