2025-01-11 16:42:20,110 - Epoch 1: {'AUC': 0.6606001853942871, 'Precision': 0.43139100074768066, 'Recall': 0.587708055973053, 'all_positives': 39.04999923706055, 'f1_score_metric': 41.048377990722656, 'loss': 0.6591923832893372, 'precision_with_threshold_fixed': 22.149999618530273, 'recall_mul_prediction': 2153.550048828125, 'recall_with_threshold_fixed': 9.65000057220459, 'true_positives': 2153.550048828125, 'val_AUC': 0.6498047113418579, 'val_Precision': 0.3448275923728943, 'val_Recall': 0.3125, 'val_all_positives': 16.0, 'val_f1_score_metric': 13.98214340209961, 'val_loss': 0.5390312075614929, 'val_precision_with_threshold_fixed': 0.0, 'val_recall_mul_prediction': 391.5, 'val_recall_with_threshold_fixed': 0.0, 'val_true_positives': 391.5, 'learning_rate': 9.999999747378752e-05}
2025-01-11 16:42:30,133 - Epoch 2: {'AUC': 0.7182035446166992, 'Precision': 0.5059717893600464, 'Recall': 0.596670925617218, 'all_positives': 39.04999923706055, 'f1_score_metric': 41.324851989746094, 'loss': 0.6248540878295898, 'precision_with_threshold_fixed': 35.20000076293945, 'recall_mul_prediction': 1893.8499755859375, 'recall_with_threshold_fixed': 15.600000381469727, 'true_positives': 1893.8499755859375, 'val_AUC': 0.6593749523162842, 'val_Precision': 0.37037038803100586, 'val_Recall': 0.3125, 'val_all_positives': 16.0, 'val_f1_score_metric': 13.5, 'val_loss': 0.5493338108062744, 'val_precision_with_threshold_fixed': 0.0, 'val_recall_mul_prediction': 364.5, 'val_recall_with_threshold_fixed': 0.0, 'val_true_positives': 364.5, 'learning_rate': 9.999999747378752e-05}
2025-01-11 16:42:38,594 - Epoch 3: {'AUC': 0.7241541147232056, 'Precision': 0.4944275915622711, 'Recall': 0.6248399615287781, 'all_positives': 39.04999923706055, 'f1_score_metric': 42.93209457397461, 'loss': 0.6201680898666382, 'precision_with_threshold_fixed': 39.0, 'recall_mul_prediction': 2034.25, 'recall_with_threshold_fixed': 19.649999618530273, 'true_positives': 2034.25, 'val_AUC': 0.7069336175918579, 'val_Precision': 0.0, 'val_Recall': 0.0, 'val_all_positives': 16.0, 'val_f1_score_metric': 0.0, 'val_loss': 0.4854995012283325, 'val_precision_with_threshold_fixed': 0.0, 'val_recall_mul_prediction': 0.0, 'val_recall_with_threshold_fixed': 0.0, 'val_true_positives': 0.0, 'learning_rate': 9.999999747378752e-05}
2025-01-11 16:42:47,318 - Epoch 4: {'AUC': 0.7372720837593079, 'Precision': 0.5109947919845581, 'Recall': 0.6248399615287781, 'all_positives': 39.04999923706055, 'f1_score_metric': 42.064720153808594, 'loss': 0.6086403727531433, 'precision_with_threshold_fixed': 39.0, 'recall_mul_prediction': 1941.7000732421875, 'recall_with_threshold_fixed': 21.200000762939453, 'true_positives': 1941.7000732421875, 'val_AUC': 0.7250000238418579, 'val_Precision': 0.75, 'val_Recall': 0.09375, 'val_all_positives': 16.0, 'val_f1_score_metric': 3.4838709831237793, 'val_loss': 0.5226489901542664, 'val_precision_with_threshold_fixed': 0.0, 'val_recall_mul_prediction': 54.0, 'val_recall_with_threshold_fixed': 0.0, 'val_true_positives': 54.0, 'learning_rate': 9.999999747378752e-05}
2025-01-11 16:42:55,929 - Epoch 5: {'AUC': 0.7618086338043213, 'Precision': 0.5266331434249878, 'Recall': 0.6709347367286682, 'all_positives': 39.04999923706055, 'f1_score_metric': 43.08765411376953, 'loss': 0.5868757963180542, 'precision_with_threshold_fixed': 39.04999923706055, 'recall_mul_prediction': 2029.0, 'recall_with_threshold_fixed': 21.55000114440918, 'true_positives': 2029.0, 'val_AUC': 0.72412109375, 'val_Precision': 0.0, 'val_Recall': 0.0, 'val_all_positives': 16.0, 'val_f1_score_metric': 0.0, 'val_loss': 0.4495964050292969, 'val_precision_with_threshold_fixed': 0.0, 'val_recall_mul_prediction': 0.0, 'val_recall_with_threshold_fixed': 0.0, 'val_true_positives': 0.0, 'learning_rate': 9.999999747378752e-05}
2025-01-11 16:43:04,392 - Epoch 6: {'AUC': 0.7576727867126465, 'Precision': 0.5228480100631714, 'Recall': 0.6299616098403931, 'all_positives': 39.04999923706055, 'f1_score_metric': 40.1882438659668, 'loss': 0.5889342427253723, 'precision_with_threshold_fixed': 36.5, 'recall_mul_prediction': 1904.5999755859375, 'recall_with_threshold_fixed': 19.0, 'true_positives': 1904.5999755859375, 'val_AUC': 0.7106444835662842, 'val_Precision': 0.25925925374031067, 'val_Recall': 0.21875, 'val_all_positives': 16.0, 'val_f1_score_metric': 13.5, 'val_loss': 0.5366817712783813, 'val_precision_with_threshold_fixed': 0.0, 'val_recall_mul_prediction': 364.5, 'val_recall_with_threshold_fixed': 0.0, 'val_true_positives': 364.5, 'learning_rate': 9.999999747378752e-05}
2025-01-11 16:43:11,346 - Epoch 7: {'AUC': 0.8046165704727173, 'Precision': 0.551080584526062, 'Recall': 0.7183098793029785, 'all_positives': 39.04999923706055, 'f1_score_metric': 43.706260681152344, 'loss': 0.5423399209976196, 'precision_with_threshold_fixed': 39.04999923706055, 'recall_mul_prediction': 2074.60009765625, 'recall_with_threshold_fixed': 25.30000114440918, 'true_positives': 2074.60009765625, 'val_AUC': 0.6845703125, 'val_Precision': 0.2857142686843872, 'val_Recall': 0.4375, 'val_all_positives': 16.0, 'val_f1_score_metric': 19.22211456298828, 'val_loss': 0.5932433605194092, 'val_precision_with_threshold_fixed': 16.0, 'val_recall_mul_prediction': 540.5, 'val_recall_with_threshold_fixed': 2.0, 'val_true_positives': 540.5, 'learning_rate': 9.999999747378752e-05}
2025-01-11 16:43:18,150 - Epoch 8: {'AUC': 0.8156836032867432, 'Precision': 0.5746653079986572, 'Recall': 0.7144686579704285, 'all_positives': 39.04999923706055, 'f1_score_metric': 41.52055740356445, 'loss': 0.5324821472167969, 'precision_with_threshold_fixed': 39.04999923706055, 'recall_mul_prediction': 1970.1500244140625, 'recall_with_threshold_fixed': 25.200000762939453, 'true_positives': 1970.1500244140625, 'val_AUC': 0.706738293170929, 'val_Precision': 0.25, 'val_Recall': 0.09375, 'val_all_positives': 16.0, 'val_f1_score_metric': 8.307692527770996, 'val_loss': 0.4691255986690521, 'val_precision_with_threshold_fixed': 0.0, 'val_recall_mul_prediction': 162.0, 'val_recall_with_threshold_fixed': 0.0, 'val_true_positives': 162.0, 'learning_rate': 9.999999747378752e-05}
2025-01-11 16:43:26,185 - Epoch 9: {'AUC': 0.8651672601699829, 'Precision': 0.6408377289772034, 'Recall': 0.7836107611656189, 'all_positives': 39.04999923706055, 'f1_score_metric': 42.14554977416992, 'loss': 0.4714601933956146, 'precision_with_threshold_fixed': 39.04999923706055, 'recall_mul_prediction': 1969.7000732421875, 'recall_with_threshold_fixed': 27.950000762939453, 'true_positives': 1969.7000732421875, 'val_AUC': 0.695605456829071, 'val_Precision': 0.3255814015865326, 'val_Recall': 0.4375, 'val_all_positives': 16.0, 'val_f1_score_metric': 17.960445404052734, 'val_loss': 0.5159868001937866, 'val_precision_with_threshold_fixed': 16.0, 'val_recall_mul_prediction': 448.5, 'val_recall_with_threshold_fixed': 7.0, 'val_true_positives': 448.5, 'learning_rate': 9.999999747378752e-05}
2025-01-11 16:43:33,965 - Epoch 10: {'AUC': 0.9009530544281006, 'Precision': 0.6863587498664856, 'Recall': 0.8181818127632141, 'all_positives': 39.04999923706055, 'f1_score_metric': 41.891719818115234, 'loss': 0.40553051233291626, 'precision_with_threshold_fixed': 39.04999923706055, 'recall_mul_prediction': 1935.4000244140625, 'recall_with_threshold_fixed': 32.70000076293945, 'true_positives': 1935.4000244140625, 'val_AUC': 0.6477539539337158, 'val_Precision': 0.25, 'val_Recall': 0.5, 'val_all_positives': 16.0, 'val_f1_score_metric': 21.325000762939453, 'val_loss': 0.6157753467559814, 'val_precision_with_threshold_fixed': 16.0, 'val_recall_mul_prediction': 743.0, 'val_recall_with_threshold_fixed': 12.5, 'val_true_positives': 743.0, 'learning_rate': 9.999999747378752e-05}
2025-01-11 16:43:41,566 - Epoch 11: {'AUC': 0.9260320067405701, 'Precision': 0.7302483320236206, 'Recall': 0.8284251093864441, 'all_positives': 39.04999923706055, 'f1_score_metric': 40.65695571899414, 'loss': 0.35706329345703125, 'precision_with_threshold_fixed': 39.04999923706055, 'recall_mul_prediction': 1820.5, 'recall_with_threshold_fixed': 33.04999923706055, 'true_positives': 1820.5, 'val_AUC': 0.683300793170929, 'val_Precision': 0.24285714328289032, 'val_Recall': 0.53125, 'val_all_positives': 16.0, 'val_f1_score_metric': 21.930198669433594, 'val_loss': 0.6643174886703491, 'val_precision_with_threshold_fixed': 16.0, 'val_recall_mul_prediction': 846.0000610351562, 'val_recall_with_threshold_fixed': 22.0, 'val_true_positives': 846.0, 'learning_rate': 9.999999747378752e-05}
