2025-01-13 14:48:24,707 - Epoch 1: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 1.0, 'all_positives': 109.92279052734375, 'f1_score_metric': 115.2522964477539, 'loss': 0.6319882869720459, 'precision_with_threshold_fixed': 66.32699584960938, 'recall_mul_prediction': 13614.908203125, 'recall_with_threshold_fixed': 67.5, 'true_positives': 13614.9072265625, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 1.0, 'val_all_positives': 58.194129943847656, 'val_f1_score_metric': 60.959136962890625, 'val_loss': 0.5584679841995239, 'val_precision_with_threshold_fixed': 58.194129943847656, 'val_recall_mul_prediction': 3724.42431640625, 'val_recall_with_threshold_fixed': 64.0, 'val_true_positives': 3724.42431640625, 'learning_rate': 0.0003000000142492354}
2025-01-13 14:48:40,945 - Epoch 12: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 1.0, 'all_positives': 109.92279052734375, 'f1_score_metric': 115.2522964477539, 'loss': 0.20922541618347168, 'precision_with_threshold_fixed': 109.92279052734375, 'recall_mul_prediction': 13615.98828125, 'recall_with_threshold_fixed': 121.125, 'true_positives': 13615.98828125, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 1.0, 'val_all_positives': 58.194129943847656, 'val_f1_score_metric': 60.959136962890625, 'val_loss': 0.19741980731487274, 'val_precision_with_threshold_fixed': 58.194129943847656, 'val_recall_mul_prediction': 3724.42431640625, 'val_recall_with_threshold_fixed': 64.0, 'val_true_positives': 3724.42431640625, 'learning_rate': 0.0003000000142492354}
2025-01-13 14:48:42,269 - Epoch 13: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 1.0, 'all_positives': 109.92279052734375, 'f1_score_metric': 115.25231170654297, 'loss': 0.18973374366760254, 'precision_with_threshold_fixed': 109.92279052734375, 'recall_mul_prediction': 13614.9453125, 'recall_with_threshold_fixed': 121.125, 'true_positives': 13614.9453125, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 1.0, 'val_all_positives': 58.194129943847656, 'val_f1_score_metric': 60.959136962890625, 'val_loss': 0.1790250539779663, 'val_precision_with_threshold_fixed': 58.194129943847656, 'val_recall_mul_prediction': 3724.42431640625, 'val_recall_with_threshold_fixed': 64.0, 'val_true_positives': 3724.42431640625, 'learning_rate': 0.0003000000142492354}
2025-01-13 14:48:43,692 - Epoch 14: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 1.0, 'all_positives': 109.92278289794922, 'f1_score_metric': 115.25228881835938, 'loss': 0.17204280197620392, 'precision_with_threshold_fixed': 109.92279052734375, 'recall_mul_prediction': 13615.0859375, 'recall_with_threshold_fixed': 121.125, 'true_positives': 13615.0859375, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 1.0, 'val_all_positives': 58.194129943847656, 'val_f1_score_metric': 60.959136962890625, 'val_loss': 0.16234472393989563, 'val_precision_with_threshold_fixed': 58.194129943847656, 'val_recall_mul_prediction': 3724.42431640625, 'val_recall_with_threshold_fixed': 64.0, 'val_true_positives': 3724.42431640625, 'learning_rate': 0.0003000000142492354}
2025-01-13 14:48:45,090 - Epoch 15: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 1.0, 'all_positives': 109.92278289794922, 'f1_score_metric': 115.25220489501953, 'loss': 0.15599317848682404, 'precision_with_threshold_fixed': 109.92279052734375, 'recall_mul_prediction': 13612.5361328125, 'recall_with_threshold_fixed': 121.125, 'true_positives': 13612.5361328125, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 1.0, 'val_all_positives': 58.194129943847656, 'val_f1_score_metric': 60.959136962890625, 'val_loss': 0.14719724655151367, 'val_precision_with_threshold_fixed': 58.194129943847656, 'val_recall_mul_prediction': 3724.42431640625, 'val_recall_with_threshold_fixed': 64.0, 'val_true_positives': 3724.42431640625, 'learning_rate': 0.0003000000142492354}
2025-01-13 14:48:46,427 - Epoch 16: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 1.0, 'all_positives': 109.92278289794922, 'f1_score_metric': 115.2522964477539, 'loss': 0.14141316711902618, 'precision_with_threshold_fixed': 109.92278289794922, 'recall_mul_prediction': 13615.599609375, 'recall_with_threshold_fixed': 121.125, 'true_positives': 13615.599609375, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 1.0, 'val_all_positives': 58.194129943847656, 'val_f1_score_metric': 60.959136962890625, 'val_loss': 0.1334439367055893, 'val_precision_with_threshold_fixed': 58.194129943847656, 'val_recall_mul_prediction': 3724.42431640625, 'val_recall_with_threshold_fixed': 64.0, 'val_true_positives': 3724.42431640625, 'learning_rate': 0.0003000000142492354}
2025-01-13 14:48:47,943 - Epoch 17: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 1.0, 'all_positives': 109.92278289794922, 'f1_score_metric': 115.252197265625, 'loss': 0.1281941831111908, 'precision_with_threshold_fixed': 109.92278289794922, 'recall_mul_prediction': 13615.0927734375, 'recall_with_threshold_fixed': 121.125, 'true_positives': 13615.0927734375, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 1.0, 'val_all_positives': 58.194129943847656, 'val_f1_score_metric': 60.959136962890625, 'val_loss': 0.12096351385116577, 'val_precision_with_threshold_fixed': 58.194129943847656, 'val_recall_mul_prediction': 3724.42431640625, 'val_recall_with_threshold_fixed': 64.0, 'val_true_positives': 3724.42431640625, 'learning_rate': 0.0003000000142492354}
2025-01-13 14:48:49,302 - Epoch 18: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 1.0, 'all_positives': 109.92279052734375, 'f1_score_metric': 115.25227355957031, 'loss': 0.11618912220001221, 'precision_with_threshold_fixed': 109.92279052734375, 'recall_mul_prediction': 13613.619140625, 'recall_with_threshold_fixed': 121.125, 'true_positives': 13613.6181640625, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 1.0, 'val_all_positives': 58.194129943847656, 'val_f1_score_metric': 60.959136962890625, 'val_loss': 0.10965656489133835, 'val_precision_with_threshold_fixed': 58.194129943847656, 'val_recall_mul_prediction': 3724.42431640625, 'val_recall_with_threshold_fixed': 64.0, 'val_true_positives': 3724.42431640625, 'learning_rate': 0.0003000000142492354}
2025-01-13 14:48:50,738 - Epoch 19: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 1.0, 'all_positives': 109.92278289794922, 'f1_score_metric': 115.25228118896484, 'loss': 0.10532447695732117, 'precision_with_threshold_fixed': 109.92278289794922, 'recall_mul_prediction': 13614.90625, 'recall_with_threshold_fixed': 121.125, 'true_positives': 13614.9052734375, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 1.0, 'val_all_positives': 58.194129943847656, 'val_f1_score_metric': 60.959136962890625, 'val_loss': 0.09939078986644745, 'val_precision_with_threshold_fixed': 58.194129943847656, 'val_recall_mul_prediction': 3724.42431640625, 'val_recall_with_threshold_fixed': 64.0, 'val_true_positives': 3724.42431640625, 'learning_rate': 0.0003000000142492354}
2025-01-13 14:48:52,122 - Epoch 20: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 1.0, 'all_positives': 109.92278289794922, 'f1_score_metric': 115.25225067138672, 'loss': 0.09546559303998947, 'precision_with_threshold_fixed': 109.92278289794922, 'recall_mul_prediction': 13613.359375, 'recall_with_threshold_fixed': 121.125, 'true_positives': 13613.359375, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 1.0, 'val_all_positives': 58.194129943847656, 'val_f1_score_metric': 60.959136962890625, 'val_loss': 0.0901060551404953, 'val_precision_with_threshold_fixed': 58.194129943847656, 'val_recall_mul_prediction': 3724.42431640625, 'val_recall_with_threshold_fixed': 64.0, 'val_true_positives': 3724.42431640625, 'learning_rate': 0.0003000000142492354}
2025-01-13 14:48:53,492 - Epoch 21: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 1.0, 'all_positives': 109.92279052734375, 'f1_score_metric': 115.25228881835938, 'loss': 0.08655212074518204, 'precision_with_threshold_fixed': 109.92279052734375, 'recall_mul_prediction': 13614.4970703125, 'recall_with_threshold_fixed': 121.125, 'true_positives': 13614.4970703125, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 1.0, 'val_all_positives': 58.194129943847656, 'val_f1_score_metric': 60.959136962890625, 'val_loss': 0.08169209212064743, 'val_precision_with_threshold_fixed': 58.194129943847656, 'val_recall_mul_prediction': 3724.42431640625, 'val_recall_with_threshold_fixed': 64.0, 'val_true_positives': 3724.42431640625, 'learning_rate': 0.0003000000142492354}
2025-01-13 14:48:54,881 - Epoch 22: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 1.0, 'all_positives': 109.92279815673828, 'f1_score_metric': 115.25227355957031, 'loss': 0.07847912609577179, 'precision_with_threshold_fixed': 109.92279815673828, 'recall_mul_prediction': 13614.4609375, 'recall_with_threshold_fixed': 121.125, 'true_positives': 13614.4609375, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 1.0, 'val_all_positives': 58.194129943847656, 'val_f1_score_metric': 60.959136962890625, 'val_loss': 0.07407362759113312, 'val_precision_with_threshold_fixed': 58.194129943847656, 'val_recall_mul_prediction': 3724.42431640625, 'val_recall_with_threshold_fixed': 64.0, 'val_true_positives': 3724.42431640625, 'learning_rate': 0.0003000000142492354}
2025-01-13 14:48:56,303 - Epoch 23: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 1.0, 'all_positives': 109.92279052734375, 'f1_score_metric': 115.25224304199219, 'loss': 0.07116863131523132, 'precision_with_threshold_fixed': 109.92279052734375, 'recall_mul_prediction': 13613.322265625, 'recall_with_threshold_fixed': 121.125, 'true_positives': 13613.322265625, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 1.0, 'val_all_positives': 58.194129943847656, 'val_f1_score_metric': 60.959136962890625, 'val_loss': 0.0671943798661232, 'val_precision_with_threshold_fixed': 58.194129943847656, 'val_recall_mul_prediction': 3724.42431640625, 'val_recall_with_threshold_fixed': 64.0, 'val_true_positives': 3724.42431640625, 'learning_rate': 0.0003000000142492354}
2025-01-13 14:48:57,670 - Epoch 24: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 1.0, 'all_positives': 109.92279052734375, 'f1_score_metric': 115.25228881835938, 'loss': 0.06455911695957184, 'precision_with_threshold_fixed': 109.92279052734375, 'recall_mul_prediction': 13615.1376953125, 'recall_with_threshold_fixed': 121.125, 'true_positives': 13615.1376953125, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 1.0, 'val_all_positives': 58.194129943847656, 'val_f1_score_metric': 60.959136962890625, 'val_loss': 0.06095424294471741, 'val_precision_with_threshold_fixed': 58.194129943847656, 'val_recall_mul_prediction': 3724.42431640625, 'val_recall_with_threshold_fixed': 64.0, 'val_true_positives': 3724.42431640625, 'learning_rate': 0.0003000000142492354}
2025-01-13 14:48:59,046 - Epoch 25: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 1.0, 'all_positives': 109.92278289794922, 'f1_score_metric': 115.25227355957031, 'loss': 0.05856972560286522, 'precision_with_threshold_fixed': 109.92278289794922, 'recall_mul_prediction': 13615.736328125, 'recall_with_threshold_fixed': 121.125, 'true_positives': 13615.736328125, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 1.0, 'val_all_positives': 58.194129943847656, 'val_f1_score_metric': 60.959136962890625, 'val_loss': 0.05532412230968475, 'val_precision_with_threshold_fixed': 58.194129943847656, 'val_recall_mul_prediction': 3724.42431640625, 'val_recall_with_threshold_fixed': 64.0, 'val_true_positives': 3724.42431640625, 'learning_rate': 0.0003000000142492354}
2025-01-13 14:49:00,410 - Epoch 26: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 1.0, 'all_positives': 109.92279052734375, 'f1_score_metric': 115.252197265625, 'loss': 0.05318136885762215, 'precision_with_threshold_fixed': 109.92279052734375, 'recall_mul_prediction': 13613.248046875, 'recall_with_threshold_fixed': 121.125, 'true_positives': 13613.248046875, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 1.0, 'val_all_positives': 58.194129943847656, 'val_f1_score_metric': 60.959136962890625, 'val_loss': 0.05022833123803139, 'val_precision_with_threshold_fixed': 58.194129943847656, 'val_recall_mul_prediction': 3724.42431640625, 'val_recall_with_threshold_fixed': 64.0, 'val_true_positives': 3724.42431640625, 'learning_rate': 0.0003000000142492354}
2025-01-13 14:49:01,779 - Epoch 27: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 1.0, 'all_positives': 109.92279052734375, 'f1_score_metric': 115.25226593017578, 'loss': 0.04829408973455429, 'precision_with_threshold_fixed': 109.92279052734375, 'recall_mul_prediction': 13614.423828125, 'recall_with_threshold_fixed': 121.125, 'true_positives': 13614.423828125, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 1.0, 'val_all_positives': 58.194129943847656, 'val_f1_score_metric': 60.959136962890625, 'val_loss': 0.04564617946743965, 'val_precision_with_threshold_fixed': 58.194129943847656, 'val_recall_mul_prediction': 3724.42431640625, 'val_recall_with_threshold_fixed': 64.0, 'val_true_positives': 3724.42431640625, 'learning_rate': 0.0003000000142492354}
2025-01-13 14:49:03,150 - Epoch 28: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 1.0, 'all_positives': 109.92279052734375, 'f1_score_metric': 115.25227355957031, 'loss': 0.04388049244880676, 'precision_with_threshold_fixed': 109.92279052734375, 'recall_mul_prediction': 13614.732421875, 'recall_with_threshold_fixed': 121.125, 'true_positives': 13614.732421875, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 1.0, 'val_all_positives': 58.194129943847656, 'val_f1_score_metric': 60.959136962890625, 'val_loss': 0.04146866500377655, 'val_precision_with_threshold_fixed': 58.194129943847656, 'val_recall_mul_prediction': 3724.42431640625, 'val_recall_with_threshold_fixed': 64.0, 'val_true_positives': 3724.42431640625, 'learning_rate': 0.0003000000142492354}
2025-01-13 14:49:04,562 - Epoch 29: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 1.0, 'all_positives': 109.92279052734375, 'f1_score_metric': 115.25225067138672, 'loss': 0.0398796983063221, 'precision_with_threshold_fixed': 109.92279052734375, 'recall_mul_prediction': 13614.9296875, 'recall_with_threshold_fixed': 121.125, 'true_positives': 13614.9287109375, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 1.0, 'val_all_positives': 58.194129943847656, 'val_f1_score_metric': 60.959136962890625, 'val_loss': 0.03771590813994408, 'val_precision_with_threshold_fixed': 58.194129943847656, 'val_recall_mul_prediction': 3724.42431640625, 'val_recall_with_threshold_fixed': 64.0, 'val_true_positives': 3724.42431640625, 'learning_rate': 0.0003000000142492354}
2025-01-13 14:49:06,016 - Epoch 30: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 1.0, 'all_positives': 109.92279052734375, 'f1_score_metric': 115.25205993652344, 'loss': 0.036268845200538635, 'precision_with_threshold_fixed': 109.92279052734375, 'recall_mul_prediction': 13614.6396484375, 'recall_with_threshold_fixed': 121.125, 'true_positives': 13614.6396484375, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 1.0, 'val_all_positives': 58.194129943847656, 'val_f1_score_metric': 60.959136962890625, 'val_loss': 0.03432027995586395, 'val_precision_with_threshold_fixed': 58.194129943847656, 'val_recall_mul_prediction': 3724.42431640625, 'val_recall_with_threshold_fixed': 64.0, 'val_true_positives': 3724.42431640625, 'learning_rate': 0.0003000000142492354}
2025-01-13 14:49:07,383 - Epoch 31: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 1.0, 'all_positives': 109.92279052734375, 'f1_score_metric': 115.252197265625, 'loss': 0.033016592264175415, 'precision_with_threshold_fixed': 109.92279052734375, 'recall_mul_prediction': 13612.357421875, 'recall_with_threshold_fixed': 121.125, 'true_positives': 13612.357421875, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 1.0, 'val_all_positives': 58.194129943847656, 'val_f1_score_metric': 60.959136962890625, 'val_loss': 0.031238682568073273, 'val_precision_with_threshold_fixed': 58.194129943847656, 'val_recall_mul_prediction': 3724.42431640625, 'val_recall_with_threshold_fixed': 64.0, 'val_true_positives': 3724.42431640625, 'learning_rate': 0.0003000000142492354}
2025-01-13 14:49:08,741 - Epoch 32: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 1.0, 'all_positives': 109.92278289794922, 'f1_score_metric': 115.25231170654297, 'loss': 0.03005695529282093, 'precision_with_threshold_fixed': 109.92278289794922, 'recall_mul_prediction': 13615.1728515625, 'recall_with_threshold_fixed': 121.125, 'true_positives': 13615.1728515625, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 1.0, 'val_all_positives': 58.194129943847656, 'val_f1_score_metric': 60.959136962890625, 'val_loss': 0.02847633697092533, 'val_precision_with_threshold_fixed': 58.194129943847656, 'val_recall_mul_prediction': 3724.42431640625, 'val_recall_with_threshold_fixed': 64.0, 'val_true_positives': 3724.42431640625, 'learning_rate': 0.0003000000142492354}
2025-01-13 14:49:10,147 - Epoch 33: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 1.0, 'all_positives': 109.92279052734375, 'f1_score_metric': 115.25228881835938, 'loss': 0.027404367923736572, 'precision_with_threshold_fixed': 109.92279052734375, 'recall_mul_prediction': 13615.40234375, 'recall_with_threshold_fixed': 121.125, 'true_positives': 13615.40234375, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 1.0, 'val_all_positives': 58.194129943847656, 'val_f1_score_metric': 60.959136962890625, 'val_loss': 0.02595864236354828, 'val_precision_with_threshold_fixed': 58.194129943847656, 'val_recall_mul_prediction': 3724.42431640625, 'val_recall_with_threshold_fixed': 64.0, 'val_true_positives': 3724.42431640625, 'learning_rate': 0.0003000000142492354}
2025-01-13 14:49:11,551 - Epoch 34: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 1.0, 'all_positives': 109.92279815673828, 'f1_score_metric': 115.2522964477539, 'loss': 0.024987315759062767, 'precision_with_threshold_fixed': 109.92279815673828, 'recall_mul_prediction': 13614.060546875, 'recall_with_threshold_fixed': 121.125, 'true_positives': 13614.0595703125, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 1.0, 'val_all_positives': 58.194129943847656, 'val_f1_score_metric': 60.959136962890625, 'val_loss': 0.023680292069911957, 'val_precision_with_threshold_fixed': 58.194129943847656, 'val_recall_mul_prediction': 3724.42431640625, 'val_recall_with_threshold_fixed': 64.0, 'val_true_positives': 3724.42431640625, 'learning_rate': 0.0003000000142492354}
