2025-01-14 15:17:55,695 - Epoch 1: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 0.6106442809104919, 'all_positives': 59.00212860107422, 'f1_score_metric': 49.89720153808594, 'loss': 0.5965431928634644, 'precision_with_threshold_fixed': 31.940593719482422, 'recall_mul_prediction': 4295.7861328125, 'recall_with_threshold_fixed': 4.5, 'true_positives': 4295.7861328125, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 0.96875, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 43.04704666137695, 'val_loss': 0.538284420967102, 'val_precision_with_threshold_fixed': 32.9687385559082, 'val_recall_mul_prediction': 2044.0616455078125, 'val_recall_with_threshold_fixed': 1.0, 'val_true_positives': 2044.0618896484375, 'learning_rate': 0.0003000000142492354}
2025-01-14 15:18:36,048 - Epoch 35: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 0.4957983195781708, 'all_positives': 59.00212860107422, 'f1_score_metric': 58.535888671875, 'loss': 0.05199044570326805, 'precision_with_threshold_fixed': 49.003211975097656, 'recall_mul_prediction': 3572.7783203125, 'recall_with_threshold_fixed': 2.3333334922790527, 'true_positives': 3572.7783203125, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 0.3125, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 24.896751403808594, 'val_loss': 0.04075736552476883, 'val_precision_with_threshold_fixed': 32.96874237060547, 'val_recall_mul_prediction': 659.3746948242188, 'val_recall_with_threshold_fixed': 2.0, 'val_true_positives': 659.374755859375, 'learning_rate': 0.0003000000142492354}
2025-01-14 15:18:37,171 - Epoch 36: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 0.4831932783126831, 'all_positives': 59.00212860107422, 'f1_score_metric': 56.805171966552734, 'loss': 0.04947229102253914, 'precision_with_threshold_fixed': 59.00212097167969, 'recall_mul_prediction': 3431.58984375, 'recall_with_threshold_fixed': 3.0, 'true_positives': 3431.58984375, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 0.484375, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 31.954072952270508, 'val_loss': 0.03866087272763252, 'val_precision_with_threshold_fixed': 32.9687385559082, 'val_recall_mul_prediction': 1022.0308227539062, 'val_recall_with_threshold_fixed': 1.0, 'val_true_positives': 1022.0309448242188, 'learning_rate': 0.0003000000142492354}
2025-01-14 15:18:38,284 - Epoch 37: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 0.48739495873451233, 'all_positives': 59.00212860107422, 'f1_score_metric': 56.918212890625, 'loss': 0.04766136780381203, 'precision_with_threshold_fixed': 48.120601654052734, 'recall_mul_prediction': 3417.63623046875, 'recall_with_threshold_fixed': 1.8333333730697632, 'true_positives': 3417.6357421875, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 0.359375, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 27.096590042114258, 'val_loss': 0.036205921322107315, 'val_precision_with_threshold_fixed': 32.9687385559082, 'val_recall_mul_prediction': 758.2809448242188, 'val_recall_with_threshold_fixed': 1.0, 'val_true_positives': 758.281005859375, 'learning_rate': 0.0003000000142492354}
2025-01-14 15:18:39,308 - Epoch 38: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 0.5350140333175659, 'all_positives': 59.00212860107422, 'f1_score_metric': 58.64042663574219, 'loss': 0.0464625209569931, 'precision_with_threshold_fixed': 59.00212097167969, 'recall_mul_prediction': 3843.100341796875, 'recall_with_threshold_fixed': 3.1666667461395264, 'true_positives': 3843.100341796875, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 0.296875, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 24.107032775878906, 'val_loss': 0.03744502738118172, 'val_precision_with_threshold_fixed': 32.96874237060547, 'val_recall_mul_prediction': 626.4060668945312, 'val_recall_with_threshold_fixed': 2.0, 'val_true_positives': 626.4060668945312, 'learning_rate': 0.0003000000142492354}
2025-01-14 15:18:40,433 - Epoch 39: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 0.4075630307197571, 'all_positives': 59.00212097167969, 'f1_score_metric': 50.42458724975586, 'loss': 0.04583274573087692, 'precision_with_threshold_fixed': 59.00211715698242, 'recall_mul_prediction': 2815.907958984375, 'recall_with_threshold_fixed': 1.3333333730697632, 'true_positives': 2815.90771484375, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 0.8125, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 40.353065490722656, 'val_loss': 0.03238716721534729, 'val_precision_with_threshold_fixed': 32.96874237060547, 'val_recall_mul_prediction': 1714.37451171875, 'val_recall_with_threshold_fixed': 2.0, 'val_true_positives': 1714.37451171875, 'learning_rate': 0.0003000000142492354}
2025-01-14 15:18:41,459 - Epoch 40: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 0.46078431606292725, 'all_positives': 59.00212860107422, 'f1_score_metric': 56.29815673828125, 'loss': 0.040950123220682144, 'precision_with_threshold_fixed': 59.00212097167969, 'recall_mul_prediction': 3287.0224609375, 'recall_with_threshold_fixed': 2.3333334922790527, 'true_positives': 3287.0224609375, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 0.9375, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 42.55461502075195, 'val_loss': 0.03453768789768219, 'val_precision_with_threshold_fixed': 32.9687385559082, 'val_recall_mul_prediction': 1978.1243896484375, 'val_recall_with_threshold_fixed': 1.0, 'val_true_positives': 1978.1243896484375, 'learning_rate': 0.0003000000142492354}
2025-01-14 15:18:42,572 - Epoch 41: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 0.4957983195781708, 'all_positives': 59.00212860107422, 'f1_score_metric': 58.27939987182617, 'loss': 0.03937724977731705, 'precision_with_threshold_fixed': 48.5125732421875, 'recall_mul_prediction': 3568.45458984375, 'recall_with_threshold_fixed': 3.3333334922790527, 'true_positives': 3568.45458984375, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 0.953125, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 42.80345153808594, 'val_loss': 0.030568784102797508, 'val_precision_with_threshold_fixed': 32.9687385559082, 'val_recall_mul_prediction': 2011.0931396484375, 'val_recall_with_threshold_fixed': 1.0, 'val_true_positives': 2011.0931396484375, 'learning_rate': 0.0003000000142492354}
2025-01-14 15:18:43,569 - Epoch 42: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 0.5448179244995117, 'all_positives': 59.00212860107422, 'f1_score_metric': 60.46422576904297, 'loss': 0.037768393754959106, 'precision_with_threshold_fixed': 48.481529235839844, 'recall_mul_prediction': 4007.469482421875, 'recall_with_threshold_fixed': 3.0, 'true_positives': 4007.46923828125, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 0.390625, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 28.436655044555664, 'val_loss': 0.03191494196653366, 'val_precision_with_threshold_fixed': 32.96874237060547, 'val_recall_mul_prediction': 824.2183837890625, 'val_recall_with_threshold_fixed': 2.0, 'val_true_positives': 824.218505859375, 'learning_rate': 0.0003000000142492354}
2025-01-14 15:18:44,609 - Epoch 43: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 0.5014005899429321, 'all_positives': 59.00212860107422, 'f1_score_metric': 58.94184875488281, 'loss': 0.03517113998532295, 'precision_with_threshold_fixed': 59.00212860107422, 'recall_mul_prediction': 3650.24560546875, 'recall_with_threshold_fixed': 4.1666669845581055, 'true_positives': 3650.2451171875, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 0.703125, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 38.05610275268555, 'val_loss': 0.030763348564505577, 'val_precision_with_threshold_fixed': 32.9687385559082, 'val_recall_mul_prediction': 1483.5931396484375, 'val_recall_with_threshold_fixed': 1.0, 'val_true_positives': 1483.59326171875, 'learning_rate': 0.0003000000142492354}
2025-01-14 15:18:45,840 - Epoch 44: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 0.5322129130363464, 'all_positives': 59.00212860107422, 'f1_score_metric': 60.841094970703125, 'loss': 0.03378426283597946, 'precision_with_threshold_fixed': 48.606956481933594, 'recall_mul_prediction': 3903.637451171875, 'recall_with_threshold_fixed': 3.1666667461395264, 'true_positives': 3903.63720703125, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 0.484375, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 31.95407485961914, 'val_loss': 0.02958795055747032, 'val_precision_with_threshold_fixed': 32.9687385559082, 'val_recall_mul_prediction': 1022.031005859375, 'val_recall_with_threshold_fixed': 1.0, 'val_true_positives': 1022.031005859375, 'learning_rate': 0.0003000000142492354}
2025-01-14 15:18:46,886 - Epoch 45: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 0.48179271817207336, 'all_positives': 59.00212860107422, 'f1_score_metric': 57.667686462402344, 'loss': 0.03280681371688843, 'precision_with_threshold_fixed': 59.00212860107422, 'recall_mul_prediction': 3473.44287109375, 'recall_with_threshold_fixed': 4.333333492279053, 'true_positives': 3473.44287109375, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 0.90625, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 42.04052734375, 'val_loss': 0.0323634035885334, 'val_precision_with_threshold_fixed': 32.96874237060547, 'val_recall_mul_prediction': 1912.186767578125, 'val_recall_with_threshold_fixed': 2.0, 'val_true_positives': 1912.1868896484375, 'learning_rate': 0.0003000000142492354}
2025-01-14 15:18:47,981 - Epoch 46: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 0.505602240562439, 'all_positives': 59.00212860107422, 'f1_score_metric': 59.135005950927734, 'loss': 0.03143210709095001, 'precision_with_threshold_fixed': 59.00212860107422, 'recall_mul_prediction': 3680.802490234375, 'recall_with_threshold_fixed': 4.833333492279053, 'true_positives': 3680.80224609375, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 0.34375, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 26.389991760253906, 'val_loss': 0.02575339749455452, 'val_precision_with_threshold_fixed': 0.0, 'val_recall_mul_prediction': 725.3123168945312, 'val_recall_with_threshold_fixed': 0.0, 'val_true_positives': 725.3123168945312, 'learning_rate': 0.0003000000142492354}
2025-01-14 15:18:49,006 - Epoch 47: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 0.5448179244995117, 'all_positives': 59.00212860107422, 'f1_score_metric': 61.66999816894531, 'loss': 0.030179264023900032, 'precision_with_threshold_fixed': 59.00212860107422, 'recall_mul_prediction': 3986.48046875, 'recall_with_threshold_fixed': 5.5, 'true_positives': 3986.47998046875, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 0.4375, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 30.281904220581055, 'val_loss': 0.026514332741498947, 'val_precision_with_threshold_fixed': 0.0, 'val_recall_mul_prediction': 923.124755859375, 'val_recall_with_threshold_fixed': 0.0, 'val_true_positives': 923.124755859375, 'learning_rate': 0.0003000000142492354}
2025-01-14 15:18:50,026 - Epoch 48: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 0.4971988797187805, 'all_positives': 59.00212860107422, 'f1_score_metric': 58.07270431518555, 'loss': 0.028686489909887314, 'precision_with_threshold_fixed': 59.00212860107422, 'recall_mul_prediction': 3667.3935546875, 'recall_with_threshold_fixed': 4.5, 'true_positives': 3667.3935546875, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 0.296875, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 24.107032775878906, 'val_loss': 0.025896374136209488, 'val_precision_with_threshold_fixed': 0.0, 'val_recall_mul_prediction': 626.4060668945312, 'val_recall_with_threshold_fixed': 0.0, 'val_true_positives': 626.4060668945312, 'learning_rate': 0.0003000000142492354}
2025-01-14 15:18:51,004 - Epoch 49: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 0.47478991746902466, 'all_positives': 59.00212860107422, 'f1_score_metric': 56.5770378112793, 'loss': 0.02773834764957428, 'precision_with_threshold_fixed': 59.00212860107422, 'recall_mul_prediction': 3492.3427734375, 'recall_with_threshold_fixed': 5.333333492279053, 'true_positives': 3492.342529296875, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 0.71875, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 38.40917205810547, 'val_loss': 0.029695188626646996, 'val_precision_with_threshold_fixed': 0.0, 'val_recall_mul_prediction': 1516.5618896484375, 'val_recall_with_threshold_fixed': 0.0, 'val_true_positives': 1516.56201171875, 'learning_rate': 0.0003000000142492354}
2025-01-14 15:18:51,987 - Epoch 50: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 0.5126050710678101, 'all_positives': 59.00212097167969, 'f1_score_metric': 59.21297836303711, 'loss': 0.026803072541952133, 'precision_with_threshold_fixed': 59.00212097167969, 'recall_mul_prediction': 3731.578125, 'recall_with_threshold_fixed': 4.5, 'true_positives': 3731.577880859375, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 0.75, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 39.089149475097656, 'val_loss': 0.02727981097996235, 'val_precision_with_threshold_fixed': 0.0, 'val_recall_mul_prediction': 1582.49951171875, 'val_recall_with_threshold_fixed': 0.0, 'val_true_positives': 1582.49951171875, 'learning_rate': 0.0003000000142492354}
2025-01-14 15:18:53,100 - Epoch 51: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 0.5196078419685364, 'all_positives': 59.00212097167969, 'f1_score_metric': 59.458221435546875, 'loss': 0.0265178345143795, 'precision_with_threshold_fixed': 59.00212097167969, 'recall_mul_prediction': 3688.4833984375, 'recall_with_threshold_fixed': 7.6666669845581055, 'true_positives': 3688.4833984375, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 0.421875, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 29.687334060668945, 'val_loss': 0.02516963705420494, 'val_precision_with_threshold_fixed': 0.0, 'val_recall_mul_prediction': 890.156005859375, 'val_recall_with_threshold_fixed': 0.0, 'val_true_positives': 890.156005859375, 'learning_rate': 0.0003000000142492354}
2025-01-14 15:18:54,087 - Epoch 52: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 0.4425770342350006, 'all_positives': 59.00212860107422, 'f1_score_metric': 53.891151428222656, 'loss': 0.0279341172426939, 'precision_with_threshold_fixed': 59.00212860107422, 'recall_mul_prediction': 3125.276123046875, 'recall_with_threshold_fixed': 5.0, 'true_positives': 3125.276123046875, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 0.953125, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 42.80345153808594, 'val_loss': 0.02919870615005493, 'val_precision_with_threshold_fixed': 32.9687385559082, 'val_recall_mul_prediction': 2011.0931396484375, 'val_recall_with_threshold_fixed': 1.0, 'val_true_positives': 2011.0931396484375, 'learning_rate': 0.0003000000142492354}
2025-01-14 15:18:55,239 - Epoch 53: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 0.49439775943756104, 'all_positives': 59.00212860107422, 'f1_score_metric': 58.21905517578125, 'loss': 0.025124136358499527, 'precision_with_threshold_fixed': 59.00212860107422, 'recall_mul_prediction': 3548.177490234375, 'recall_with_threshold_fixed': 5.833333492279053, 'true_positives': 3548.177490234375, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 0.828125, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 40.65066909790039, 'val_loss': 0.0287501011043787, 'val_precision_with_threshold_fixed': 32.9687385559082, 'val_recall_mul_prediction': 1747.34326171875, 'val_recall_with_threshold_fixed': 1.0, 'val_true_positives': 1747.34326171875, 'learning_rate': 0.0003000000142492354}
2025-01-14 15:18:56,255 - Epoch 54: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 0.5168067216873169, 'all_positives': 59.00212860107422, 'f1_score_metric': 59.377193450927734, 'loss': 0.023494793102145195, 'precision_with_threshold_fixed': 59.00212860107422, 'recall_mul_prediction': 3678.85107421875, 'recall_with_threshold_fixed': 5.833333492279053, 'true_positives': 3678.851318359375, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 0.546875, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 33.954017639160156, 'val_loss': 0.028553785756230354, 'val_precision_with_threshold_fixed': 0.0, 'val_recall_mul_prediction': 1153.90576171875, 'val_recall_with_threshold_fixed': 0.0, 'val_true_positives': 1153.9058837890625, 'learning_rate': 0.0003000000142492354}
2025-01-14 15:18:57,363 - Epoch 55: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 0.4971988797187805, 'all_positives': 59.00212097167969, 'f1_score_metric': 58.37383270263672, 'loss': 0.022385619580745697, 'precision_with_threshold_fixed': 59.00212860107422, 'recall_mul_prediction': 3557.115234375, 'recall_with_threshold_fixed': 6.833333492279053, 'true_positives': 3557.114990234375, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 0.25, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 21.54435157775879, 'val_loss': 0.030061163008213043, 'val_precision_with_threshold_fixed': 0.0, 'val_recall_mul_prediction': 527.4998779296875, 'val_recall_with_threshold_fixed': 0.0, 'val_true_positives': 527.4998779296875, 'learning_rate': 0.0003000000142492354}
2025-01-14 15:18:58,357 - Epoch 56: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 0.47058823704719543, 'all_positives': 59.00212860107422, 'f1_score_metric': 55.76957321166992, 'loss': 0.02265615202486515, 'precision_with_threshold_fixed': 59.00212860107422, 'recall_mul_prediction': 3405.77197265625, 'recall_with_threshold_fixed': 7.0, 'true_positives': 3405.77197265625, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 0.46875, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 31.414386749267578, 'val_loss': 0.026794761419296265, 'val_precision_with_threshold_fixed': 32.9687385559082, 'val_recall_mul_prediction': 989.0621948242188, 'val_recall_with_threshold_fixed': 1.0, 'val_true_positives': 989.0621948242188, 'learning_rate': 0.0003000000142492354}
2025-01-14 15:18:59,385 - Epoch 57: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 0.5154061913490295, 'all_positives': 59.00212860107422, 'f1_score_metric': 59.81743621826172, 'loss': 0.02004886046051979, 'precision_with_threshold_fixed': 59.00212860107422, 'recall_mul_prediction': 3779.037109375, 'recall_with_threshold_fixed': 8.166666984558105, 'true_positives': 3779.037109375, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 0.421875, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 29.687334060668945, 'val_loss': 0.03156566619873047, 'val_precision_with_threshold_fixed': 32.9687385559082, 'val_recall_mul_prediction': 890.156005859375, 'val_recall_with_threshold_fixed': 1.0, 'val_true_positives': 890.156005859375, 'learning_rate': 0.0003000000142492354}
2025-01-14 15:19:00,408 - Epoch 58: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 0.4691876769065857, 'all_positives': 59.00212097167969, 'f1_score_metric': 56.88261413574219, 'loss': 0.01898736134171486, 'precision_with_threshold_fixed': 59.00212860107422, 'recall_mul_prediction': 3371.00390625, 'recall_with_threshold_fixed': 7.5, 'true_positives': 3371.00390625, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 0.671875, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 37.32208251953125, 'val_loss': 0.030382120981812477, 'val_precision_with_threshold_fixed': 32.96874237060547, 'val_recall_mul_prediction': 1417.6556396484375, 'val_recall_with_threshold_fixed': 2.0, 'val_true_positives': 1417.65576171875, 'learning_rate': 9.99000039882958e-05}
2025-01-14 15:19:01,410 - Epoch 59: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 0.48179271817207336, 'all_positives': 59.002132415771484, 'f1_score_metric': 57.91059112548828, 'loss': 0.01773754321038723, 'precision_with_threshold_fixed': 59.00212860107422, 'recall_mul_prediction': 3531.25244140625, 'recall_with_threshold_fixed': 7.5, 'true_positives': 3531.252685546875, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 0.546875, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 33.954017639160156, 'val_loss': 0.028223292902112007, 'val_precision_with_threshold_fixed': 32.9687385559082, 'val_recall_mul_prediction': 1153.90576171875, 'val_recall_with_threshold_fixed': 1.0, 'val_true_positives': 1153.9058837890625, 'learning_rate': 9.99000039882958e-05}
2025-01-14 15:19:02,427 - Epoch 60: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 0.523809552192688, 'all_positives': 59.00212860107422, 'f1_score_metric': 60.453819274902344, 'loss': 0.017039107158780098, 'precision_with_threshold_fixed': 59.00212860107422, 'recall_mul_prediction': 3805.627685546875, 'recall_with_threshold_fixed': 8.5, 'true_positives': 3805.627685546875, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 0.4375, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 30.281904220581055, 'val_loss': 0.028084667399525642, 'val_precision_with_threshold_fixed': 0.0, 'val_recall_mul_prediction': 923.124755859375, 'val_recall_with_threshold_fixed': 0.0, 'val_true_positives': 923.124755859375, 'learning_rate': 9.99000039882958e-05}
2025-01-14 15:19:03,496 - Epoch 61: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 0.4929971992969513, 'all_positives': 59.00212860107422, 'f1_score_metric': 58.634918212890625, 'loss': 0.016458572819828987, 'precision_with_threshold_fixed': 59.00212097167969, 'recall_mul_prediction': 3523.6396484375, 'recall_with_threshold_fixed': 7.8333330154418945, 'true_positives': 3523.639404296875, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 0.703125, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 38.05610656738281, 'val_loss': 0.029768923297524452, 'val_precision_with_threshold_fixed': 32.96874237060547, 'val_recall_mul_prediction': 1483.5933837890625, 'val_recall_with_threshold_fixed': 2.0, 'val_true_positives': 1483.5933837890625, 'learning_rate': 9.99000039882958e-05}
2025-01-14 15:19:04,611 - Epoch 62: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 0.4691876769065857, 'all_positives': 59.00212860107422, 'f1_score_metric': 57.303955078125, 'loss': 0.015876926481723785, 'precision_with_threshold_fixed': 59.00212860107422, 'recall_mul_prediction': 3362.78662109375, 'recall_with_threshold_fixed': 7.5, 'true_positives': 3362.7861328125, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 0.75, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 39.089149475097656, 'val_loss': 0.02821533754467964, 'val_precision_with_threshold_fixed': 32.96874237060547, 'val_recall_mul_prediction': 1582.49951171875, 'val_recall_with_threshold_fixed': 2.999999761581421, 'val_true_positives': 1582.49951171875, 'learning_rate': 9.99000039882958e-05}
2025-01-14 15:19:05,715 - Epoch 63: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 0.505602240562439, 'all_positives': 59.00212860107422, 'f1_score_metric': 59.205406188964844, 'loss': 0.015807654708623886, 'precision_with_threshold_fixed': 59.00212860107422, 'recall_mul_prediction': 3721.420654296875, 'recall_with_threshold_fixed': 8.833333969116211, 'true_positives': 3721.420654296875, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 0.5625, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 34.417755126953125, 'val_loss': 0.027491288259625435, 'val_precision_with_threshold_fixed': 0.0, 'val_recall_mul_prediction': 1186.87451171875, 'val_recall_with_threshold_fixed': 0.0, 'val_true_positives': 1186.8746337890625, 'learning_rate': 9.99000039882958e-05}
