prediction_index,threshold,TPs,FPs,FNs,Precision,Recall,Random-Guess
1,0.14311650395393372,20,63,26,0.24096385542168675,0.43478260869565216,0.15282392026578073
1,0.14246660470962524,20,64,26,0.23809523809523808,0.43478260869565216,0.15282392026578073
1,0.14201600849628448,21,64,25,0.24705882352941178,0.45652173913043476,0.15282392026578073
1,0.14177465438842773,22,64,24,0.2558139534883721,0.4782608695652174,0.15282392026578073
1,0.13969053328037262,22,65,24,0.25287356321839083,0.4782608695652174,0.15282392026578073
1,0.13956491649150848,22,66,24,0.25,0.4782608695652174,0.15282392026578073
1,0.1371539831161499,22,67,24,0.24719101123595505,0.4782608695652174,0.15282392026578073
1,0.13370509445667267,22,68,24,0.24444444444444444,0.4782608695652174,0.15282392026578073
1,0.13353848457336426,23,68,23,0.25274725274725274,0.5,0.15282392026578073
1,0.13344743847846985,23,69,23,0.25,0.5,0.15282392026578073
1,0.13321471214294434,23,70,23,0.24731182795698925,0.5,0.15282392026578073
1,0.13159306347370148,23,71,23,0.24468085106382978,0.5,0.15282392026578073
1,0.13116227090358734,23,72,23,0.24210526315789474,0.5,0.15282392026578073
1,0.13104340434074402,24,72,22,0.25,0.5217391304347826,0.15282392026578073
1,0.13073097169399261,24,73,22,0.24742268041237114,0.5217391304347826,0.15282392026578073
1,0.13059201836585999,24,74,22,0.24489795918367346,0.5217391304347826,0.15282392026578073
1,0.13027456402778625,24,75,22,0.24242424242424243,0.5217391304347826,0.15282392026578073
1,0.13015764951705933,24,76,22,0.24,0.5217391304347826,0.15282392026578073
1,0.12936986982822418,24,77,22,0.2376237623762376,0.5217391304347826,0.15282392026578073
1,0.12817539274692535,24,78,22,0.23529411764705882,0.5217391304347826,0.15282392026578073
1,0.12645821273326874,24,79,22,0.23300970873786409,0.5217391304347826,0.15282392026578073
1,0.12579719722270966,24,80,22,0.23076923076923078,0.5217391304347826,0.15282392026578073
1,0.1256578266620636,24,81,22,0.22857142857142856,0.5217391304347826,0.15282392026578073
1,0.12508231401443481,24,82,22,0.22641509433962265,0.5217391304347826,0.15282392026578073
1,0.12410572916269302,25,82,21,0.2336448598130841,0.5434782608695652,0.15282392026578073
1,0.12391562759876251,26,82,20,0.24074074074074073,0.5652173913043478,0.15282392026578073
1,0.12375748157501221,26,83,20,0.23853211009174313,0.5652173913043478,0.15282392026578073
1,0.12236113846302032,26,84,20,0.23636363636363636,0.5652173913043478,0.15282392026578073
1,0.12119535356760025,26,85,20,0.23423423423423423,0.5652173913043478,0.15282392026578073
1,0.12086609750986099,26,86,20,0.23214285714285715,0.5652173913043478,0.15282392026578073
1,0.12067858874797821,26,87,20,0.23008849557522124,0.5652173913043478,0.15282392026578073
1,0.12016098946332932,26,88,20,0.22807017543859648,0.5652173913043478,0.15282392026578073
1,0.11977201700210571,26,89,20,0.22608695652173913,0.5652173913043478,0.15282392026578073
1,0.11960095167160034,26,90,20,0.22413793103448276,0.5652173913043478,0.15282392026578073
1,0.11937373131513596,27,90,19,0.23076923076923078,0.5869565217391305,0.15282392026578073
1,0.11925097554922104,27,91,19,0.2288135593220339,0.5869565217391305,0.15282392026578073
1,0.11888506263494492,27,92,19,0.226890756302521,0.5869565217391305,0.15282392026578073
1,0.11819852888584137,27,93,19,0.225,0.5869565217391305,0.15282392026578073
1,0.11795806884765625,27,94,19,0.2231404958677686,0.5869565217391305,0.15282392026578073
1,0.11790485680103302,27,95,19,0.22131147540983606,0.5869565217391305,0.15282392026578073
1,0.11764544993638992,27,96,19,0.21951219512195122,0.5869565217391305,0.15282392026578073
1,0.11747141927480698,27,97,19,0.21774193548387097,0.5869565217391305,0.15282392026578073
1,0.11715223640203476,27,98,19,0.216,0.5869565217391305,0.15282392026578073
1,0.1161215677857399,27,99,19,0.21428571428571427,0.5869565217391305,0.15282392026578073
1,0.1142750009894371,27,100,19,0.2125984251968504,0.5869565217391305,0.15282392026578073
1,0.11366467922925949,27,101,19,0.2109375,0.5869565217391305,0.15282392026578073
1,0.11306439340114594,27,102,19,0.20930232558139536,0.5869565217391305,0.15282392026578073
1,0.11304567009210587,27,103,19,0.2076923076923077,0.5869565217391305,0.15282392026578073
1,0.11301539093255997,27,104,19,0.20610687022900764,0.5869565217391305,0.15282392026578073
1,0.11274295300245285,27,105,19,0.20454545454545456,0.5869565217391305,0.15282392026578073
1,0.1117650642991066,27,106,19,0.20300751879699247,0.5869565217391305,0.15282392026578073
1,0.11132675409317017,27,107,19,0.20149253731343283,0.5869565217391305,0.15282392026578073
