2025-01-11 16:23:24,044 - Epoch 1: {'AUC': 0.6764054894447327, 'Precision': 0.4024316370487213, 'Recall': 0.803398072719574, 'all_positives': 41.20000076293945, 'f1_score_metric': 54.4162483215332, 'loss': 0.6702826619148254, 'precision_with_threshold_fixed': 0.0, 'recall_mul_prediction': 3399.800048828125, 'recall_with_threshold_fixed': 0.0, 'true_positives': 3399.800048828125, 'val_AUC': 0.6579101085662842, 'val_Precision': 0.23076923191547394, 'val_Recall': 0.46875, 'val_all_positives': 16.0, 'val_f1_score_metric': 19.076087951660156, 'val_loss': 0.6224628686904907, 'val_precision_with_threshold_fixed': 0.0, 'val_recall_mul_prediction': 877.5, 'val_recall_with_threshold_fixed': 0.0, 'val_true_positives': 877.5, 'learning_rate': 2.9999999242136255e-05}
2025-01-11 16:23:27,393 - Epoch 2: {'AUC': 0.7044154405593872, 'Precision': 0.44333845376968384, 'Recall': 0.7026699185371399, 'all_positives': 41.20000076293945, 'f1_score_metric': 49.986473083496094, 'loss': 0.6362289190292358, 'precision_with_threshold_fixed': 30.899999618530273, 'recall_mul_prediction': 2687.25, 'recall_with_threshold_fixed': 10.050000190734863, 'true_positives': 2687.25, 'val_AUC': 0.6608397960662842, 'val_Precision': 0.25, 'val_Recall': 0.53125, 'val_all_positives': 16.0, 'val_f1_score_metric': 19.326316833496094, 'val_loss': 0.6055710315704346, 'val_precision_with_threshold_fixed': 0.0, 'val_recall_mul_prediction': 918.0, 'val_recall_with_threshold_fixed': 0.0, 'val_true_positives': 918.0, 'learning_rate': 2.9999999242136255e-05}
2025-01-11 16:23:30,428 - Epoch 3: {'AUC': 0.7193896174430847, 'Precision': 0.4683544337749481, 'Recall': 0.6735436916351318, 'all_positives': 41.20000076293945, 'f1_score_metric': 48.09945297241211, 'loss': 0.6231871247291565, 'precision_with_threshold_fixed': 41.20000076293945, 'recall_mul_prediction': 2433.800048828125, 'recall_with_threshold_fixed': 18.100000381469727, 'true_positives': 2433.800048828125, 'val_AUC': 0.6756836175918579, 'val_Precision': 0.30000001192092896, 'val_Recall': 0.375, 'val_all_positives': 16.0, 'val_f1_score_metric': 16.119401931762695, 'val_loss': 0.5800439119338989, 'val_precision_with_threshold_fixed': 0.0, 'val_recall_mul_prediction': 540.0, 'val_recall_with_threshold_fixed': 0.0, 'val_true_positives': 540.0, 'learning_rate': 2.9999999242136255e-05}
2025-01-11 16:23:33,315 - Epoch 4: {'AUC': 0.7235927581787109, 'Precision': 0.48646289110183716, 'Recall': 0.6759708523750305, 'all_positives': 41.20000076293945, 'f1_score_metric': 47.05006408691406, 'loss': 0.6203521490097046, 'precision_with_threshold_fixed': 41.20000076293945, 'recall_mul_prediction': 2353.60009765625, 'recall_with_threshold_fixed': 22.649999618530273, 'true_positives': 2353.60009765625, 'val_AUC': 0.6845703125, 'val_Precision': 0.25, 'val_Recall': 0.1875, 'val_all_positives': 16.0, 'val_f1_score_metric': 12.705883026123047, 'val_loss': 0.542301595211029, 'val_precision_with_threshold_fixed': 0.0, 'val_recall_mul_prediction': 324.0, 'val_recall_with_threshold_fixed': 0.0, 'val_true_positives': 324.0, 'learning_rate': 2.9999999242136255e-05}
2025-01-11 16:23:36,152 - Epoch 5: {'AUC': 0.7274999618530273, 'Precision': 0.4961759150028229, 'Recall': 0.6298543810844421, 'all_positives': 41.20000076293945, 'f1_score_metric': 45.13520050048828, 'loss': 0.61736661195755, 'precision_with_threshold_fixed': 41.20000076293945, 'recall_mul_prediction': 2166.60009765625, 'recall_with_threshold_fixed': 18.80000114440918, 'true_positives': 2166.60009765625, 'val_AUC': 0.689257800579071, 'val_Precision': 0.21739131212234497, 'val_Recall': 0.15625, 'val_all_positives': 16.0, 'val_f1_score_metric': 12.420000076293945, 'val_loss': 0.540125846862793, 'val_precision_with_threshold_fixed': 0.0, 'val_recall_mul_prediction': 310.5, 'val_recall_with_threshold_fixed': 0.0, 'val_true_positives': 310.5, 'learning_rate': 2.9999999242136255e-05}
2025-01-11 16:23:38,895 - Epoch 6: {'AUC': 0.7332758903503418, 'Precision': 0.4895833432674408, 'Recall': 0.6844660043716431, 'all_positives': 41.20000076293945, 'f1_score_metric': 47.33995056152344, 'loss': 0.612306535243988, 'precision_with_threshold_fixed': 41.20000076293945, 'recall_mul_prediction': 2378.699951171875, 'recall_with_threshold_fixed': 24.100000381469727, 'true_positives': 2378.699951171875, 'val_AUC': 0.684277355670929, 'val_Precision': 0.32608696818351746, 'val_Recall': 0.46875, 'val_all_positives': 16.0, 'val_f1_score_metric': 17.01369857788086, 'val_loss': 0.5754961967468262, 'val_precision_with_threshold_fixed': 0.0, 'val_recall_mul_prediction': 621.0, 'val_recall_with_threshold_fixed': 0.0, 'val_true_positives': 621.0, 'learning_rate': 2.9999999242136255e-05}
2025-01-11 16:23:41,801 - Epoch 7: {'AUC': 0.7341470718383789, 'Precision': 0.4886956512928009, 'Recall': 0.6820388436317444, 'all_positives': 41.20000076293945, 'f1_score_metric': 47.0776481628418, 'loss': 0.6111990809440613, 'precision_with_threshold_fixed': 41.20000076293945, 'recall_mul_prediction': 2396.75, 'recall_with_threshold_fixed': 20.350000381469727, 'true_positives': 2396.75, 'val_AUC': 0.69189453125, 'val_Precision': 0.2142857313156128, 'val_Recall': 0.09375, 'val_all_positives': 16.0, 'val_f1_score_metric': 9.219512939453125, 'val_loss': 0.5273768901824951, 'val_precision_with_threshold_fixed': 0.0, 'val_recall_mul_prediction': 189.00001525878906, 'val_recall_with_threshold_fixed': 0.0, 'val_true_positives': 189.0, 'learning_rate': 2.9999999242136255e-05}
2025-01-11 16:23:44,601 - Epoch 8: {'AUC': 0.7438134551048279, 'Precision': 0.5004608631134033, 'Recall': 0.6589806079864502, 'all_positives': 41.20000076293945, 'f1_score_metric': 46.497840881347656, 'loss': 0.6036012768745422, 'precision_with_threshold_fixed': 41.20000076293945, 'recall_mul_prediction': 2242.60009765625, 'recall_with_threshold_fixed': 20.899999618530273, 'true_positives': 2242.60009765625, 'val_AUC': 0.6957031488418579, 'val_Precision': 0.2142857313156128, 'val_Recall': 0.09375, 'val_all_positives': 16.0, 'val_f1_score_metric': 9.219512939453125, 'val_loss': 0.5114242434501648, 'val_precision_with_threshold_fixed': 0.0, 'val_recall_mul_prediction': 189.00001525878906, 'val_recall_with_threshold_fixed': 0.0, 'val_true_positives': 189.0, 'learning_rate': 2.9999999242136255e-05}
2025-01-11 16:23:47,409 - Epoch 9: {'AUC': 0.7483502626419067, 'Precision': 0.5134134888648987, 'Recall': 0.6735436916351318, 'all_positives': 41.20000076293945, 'f1_score_metric': 46.17570114135742, 'loss': 0.600989818572998, 'precision_with_threshold_fixed': 41.20000076293945, 'recall_mul_prediction': 2265.150146484375, 'recall_with_threshold_fixed': 19.75, 'true_positives': 2265.150146484375, 'val_AUC': 0.697949230670929, 'val_Precision': 0.2631579041481018, 'val_Recall': 0.15625, 'val_all_positives': 16.0, 'val_f1_score_metric': 11.15217399597168, 'val_loss': 0.5248023867607117, 'val_precision_with_threshold_fixed': 0.0, 'val_recall_mul_prediction': 256.5, 'val_recall_with_threshold_fixed': 0.0, 'val_true_positives': 256.5, 'learning_rate': 2.9999999242136255e-05}
2025-01-11 16:23:50,146 - Epoch 10: {'AUC': 0.7536237239837646, 'Precision': 0.5038961172103882, 'Recall': 0.7063106894493103, 'all_positives': 41.20000076293945, 'f1_score_metric': 47.77531814575195, 'loss': 0.595370888710022, 'precision_with_threshold_fixed': 41.20000076293945, 'recall_mul_prediction': 2384.199951171875, 'recall_with_threshold_fixed': 22.950000762939453, 'true_positives': 2384.199951171875, 'val_AUC': 0.6878906488418579, 'val_Precision': 0.30000001192092896, 'val_Recall': 0.28125, 'val_all_positives': 16.0, 'val_f1_score_metric': 14.210527420043945, 'val_loss': 0.5469019412994385, 'val_precision_with_threshold_fixed': 0.0, 'val_recall_mul_prediction': 405.0000305175781, 'val_recall_with_threshold_fixed': 0.0, 'val_true_positives': 405.0, 'learning_rate': 2.9999999242136255e-05}
2025-01-11 16:23:52,888 - Epoch 11: {'AUC': 0.7591216564178467, 'Precision': 0.5219831466674805, 'Recall': 0.6771844625473022, 'all_positives': 41.20000076293945, 'f1_score_metric': 46.252811431884766, 'loss': 0.5904231071472168, 'precision_with_threshold_fixed': 41.20000076293945, 'recall_mul_prediction': 2211.75, 'recall_with_threshold_fixed': 21.350000381469727, 'true_positives': 2211.75, 'val_AUC': 0.694628894329071, 'val_Precision': 0.2777777910232544, 'val_Recall': 0.15625, 'val_all_positives': 16.0, 'val_f1_score_metric': 10.800000190734863, 'val_loss': 0.5081647634506226, 'val_precision_with_threshold_fixed': 0.0, 'val_recall_mul_prediction': 243.0, 'val_recall_with_threshold_fixed': 0.0, 'val_true_positives': 243.0, 'learning_rate': 2.9999999242136255e-05}
2025-01-11 16:23:55,509 - Epoch 12: {'AUC': 0.7603187561035156, 'Precision': 0.5118181705474854, 'Recall': 0.6832524538040161, 'all_positives': 41.20000076293945, 'f1_score_metric': 46.36716842651367, 'loss': 0.5881980061531067, 'precision_with_threshold_fixed': 41.20000076293945, 'recall_mul_prediction': 2259.699951171875, 'recall_with_threshold_fixed': 22.0, 'true_positives': 2259.699951171875, 'val_AUC': 0.6854492425918579, 'val_Precision': 0.2641509473323822, 'val_Recall': 0.4375, 'val_all_positives': 16.0, 'val_f1_score_metric': 19.407466888427734, 'val_loss': 0.5863525867462158, 'val_precision_with_threshold_fixed': 13.5, 'val_recall_mul_prediction': 682.5, 'val_recall_with_threshold_fixed': 1.0, 'val_true_positives': 682.5, 'learning_rate': 2.9999999242136255e-05}
2025-01-11 16:23:58,217 - Epoch 13: {'AUC': 0.7739522457122803, 'Precision': 0.5217778086662292, 'Recall': 0.7123786211013794, 'all_positives': 41.20000076293945, 'f1_score_metric': 47.2321662902832, 'loss': 0.5777103900909424, 'precision_with_threshold_fixed': 41.20000076293945, 'recall_mul_prediction': 2329.449951171875, 'recall_with_threshold_fixed': 22.700000762939453, 'true_positives': 2329.449951171875, 'val_AUC': 0.6746093034744263, 'val_Precision': 0.3333333432674408, 'val_Recall': 0.25, 'val_all_positives': 16.0, 'val_f1_score_metric': 13.25333309173584, 'val_loss': 0.5192050933837891, 'val_precision_with_threshold_fixed': 0.0, 'val_recall_mul_prediction': 313.0, 'val_recall_with_threshold_fixed': 0.0, 'val_true_positives': 313.0, 'learning_rate': 2.9999999242136255e-05}
2025-01-11 16:24:00,898 - Epoch 14: {'AUC': 0.7593065500259399, 'Precision': 0.5110521912574768, 'Recall': 0.7014563083648682, 'all_positives': 41.20000076293945, 'f1_score_metric': 45.92291259765625, 'loss': 0.5912305116653442, 'precision_with_threshold_fixed': 41.20000076293945, 'recall_mul_prediction': 2295.300048828125, 'recall_with_threshold_fixed': 24.75, 'true_positives': 2295.300048828125, 'val_AUC': 0.67529296875, 'val_Precision': 0.27272728085517883, 'val_Recall': 0.375, 'val_all_positives': 16.0, 'val_f1_score_metric': 17.863353729248047, 'val_loss': 0.5676776766777039, 'val_precision_with_threshold_fixed': 13.499998092651367, 'val_recall_mul_prediction': 572.0, 'val_recall_with_threshold_fixed': 0.5, 'val_true_positives': 572.0, 'learning_rate': 2.9999999242136255e-05}
2025-01-11 16:24:03,691 - Epoch 15: {'AUC': 0.7784526348114014, 'Precision': 0.5439252257347107, 'Recall': 0.7063106894493103, 'all_positives': 41.20000076293945, 'f1_score_metric': 45.811100006103516, 'loss': 0.5724714994430542, 'precision_with_threshold_fixed': 41.20000076293945, 'recall_mul_prediction': 2214.0, 'recall_with_threshold_fixed': 22.149999618530273, 'true_positives': 2214.0, 'val_AUC': 0.6734374761581421, 'val_Precision': 0.2631579041481018, 'val_Recall': 0.3125, 'val_all_positives': 16.0, 'val_f1_score_metric': 16.85714340209961, 'val_loss': 0.5419198274612427, 'val_precision_with_threshold_fixed': 13.5, 'val_recall_mul_prediction': 491.0, 'val_recall_with_threshold_fixed': 1.5, 'val_true_positives': 491.0, 'learning_rate': 2.9999999242136255e-05}
2025-01-11 16:24:06,559 - Epoch 16: {'AUC': 0.7884429097175598, 'Precision': 0.5494816303253174, 'Recall': 0.707524299621582, 'all_positives': 41.20000076293945, 'f1_score_metric': 45.67158126831055, 'loss': 0.5631125569343567, 'precision_with_threshold_fixed': 41.20000076293945, 'recall_mul_prediction': 2180.650146484375, 'recall_with_threshold_fixed': 23.55000114440918, 'true_positives': 2180.650146484375, 'val_AUC': 0.6631835699081421, 'val_Precision': 0.21739131212234497, 'val_Recall': 0.46875, 'val_all_positives': 16.0, 'val_f1_score_metric': 21.72565460205078, 'val_loss': 0.6140623092651367, 'val_precision_with_threshold_fixed': 16.0, 'val_recall_mul_prediction': 854.5, 'val_recall_with_threshold_fixed': 4.0, 'val_true_positives': 854.5, 'learning_rate': 2.9999999242136255e-05}
2025-01-11 16:24:09,334 - Epoch 17: {'AUC': 0.7967338562011719, 'Precision': 0.5460232496261597, 'Recall': 0.7415048480033875, 'all_positives': 41.20000076293945, 'f1_score_metric': 46.68196105957031, 'loss': 0.5559713840484619, 'precision_with_threshold_fixed': 41.20000076293945, 'recall_mul_prediction': 2289.949951171875, 'recall_with_threshold_fixed': 25.75, 'true_positives': 2289.949951171875, 'val_AUC': 0.66015625, 'val_Precision': 0.20000001788139343, 'val_Recall': 0.34375, 'val_all_positives': 16.0, 'val_f1_score_metric': 20.196666717529297, 'val_loss': 0.5927309989929199, 'val_precision_with_threshold_fixed': 16.0, 'val_recall_mul_prediction': 665.5, 'val_recall_with_threshold_fixed': 6.0, 'val_true_positives': 665.5, 'learning_rate': 2.9999999242136255e-05}
2025-01-11 16:24:12,081 - Epoch 18: {'AUC': 0.8148380517959595, 'Precision': 0.571295440196991, 'Recall': 0.7439320683479309, 'all_positives': 41.20000076293945, 'f1_score_metric': 46.30580139160156, 'loss': 0.5381098985671997, 'precision_with_threshold_fixed': 41.20000076293945, 'recall_mul_prediction': 2215.150146484375, 'recall_with_threshold_fixed': 24.850000381469727, 'true_positives': 2215.150146484375, 'val_AUC': 0.6517577767372131, 'val_Precision': 0.20000001788139343, 'val_Recall': 0.34375, 'val_all_positives': 16.0, 'val_f1_score_metric': 20.032466888427734, 'val_loss': 0.5799463391304016, 'val_precision_with_threshold_fixed': 16.0, 'val_recall_mul_prediction': 687.5, 'val_recall_with_threshold_fixed': 3.5, 'val_true_positives': 687.5, 'learning_rate': 9.989999853132758e-06}
