2025-01-11 21:00:31,778 - Epoch 1: {'AUC': 0.5617277026176453, 'Precision': 0.15881405770778656, 'Recall': 0.45341208577156067, 'all_positives': 17.12359619140625, 'f1_score_metric': 18.853363037109375, 'loss': 0.7517527341842651, 'precision_with_threshold_fixed': 0.6966292262077332, 'recall_mul_prediction': 859.8651733398438, 'recall_with_threshold_fixed': 0.056179776787757874, 'true_positives': 859.8651733398438, 'val_AUC': 0.6562960743904114, 'val_Precision': 0.21052631735801697, 'val_Recall': 0.582524299621582, 'val_all_positives': 17.166667938232422, 'val_f1_score_metric': 24.58156394958496, 'val_loss': 0.7191106081008911, 'val_precision_with_threshold_fixed': 2.8333330154418945, 'val_recall_mul_prediction': 832.5001220703125, 'val_recall_with_threshold_fixed': 0.1666666716337204, 'val_true_positives': 832.5, 'learning_rate': 9.999999747378752e-05}
2025-01-11 21:00:41,834 - Epoch 2: {'AUC': 0.5967146158218384, 'Precision': 0.18003730475902557, 'Recall': 0.5065616965293884, 'all_positives': 17.12359619140625, 'f1_score_metric': 23.683591842651367, 'loss': 0.7297059893608093, 'precision_with_threshold_fixed': 7.932584285736084, 'recall_mul_prediction': 822.3034057617188, 'recall_with_threshold_fixed': 1.4606741666793823, 'true_positives': 822.3034057617188, 'val_AUC': 0.663917064666748, 'val_Precision': 0.20238097012043, 'val_Recall': 0.49514564871788025, 'val_all_positives': 17.166667938232422, 'val_f1_score_metric': 24.089576721191406, 'val_loss': 0.7232314944267273, 'val_precision_with_threshold_fixed': 9.333333969116211, 'val_recall_mul_prediction': 763.0, 'val_recall_with_threshold_fixed': 3.3333334922790527, 'val_true_positives': 763.0, 'learning_rate': 9.999999747378752e-05}
2025-01-11 21:00:51,642 - Epoch 3: {'AUC': 0.6223183274269104, 'Precision': 0.1908414661884308, 'Recall': 0.5387139320373535, 'all_positives': 17.12359619140625, 'f1_score_metric': 24.422048568725586, 'loss': 0.7131253480911255, 'precision_with_threshold_fixed': 15.696629524230957, 'recall_mul_prediction': 839.6404418945312, 'recall_with_threshold_fixed': 4.168539524078369, 'true_positives': 839.6404418945312, 'val_AUC': 0.66666179895401, 'val_Precision': 0.18694362044334412, 'val_Recall': 0.6116504669189453, 'val_all_positives': 17.166667938232422, 'val_f1_score_metric': 26.227336883544922, 'val_loss': 0.750220000743866, 'val_precision_with_threshold_fixed': 17.166667938232422, 'val_recall_mul_prediction': 1018.6666870117188, 'val_recall_with_threshold_fixed': 10.5, 'val_true_positives': 1018.6666870117188, 'learning_rate': 9.999999747378752e-05}
2025-01-11 21:01:01,585 - Epoch 4: {'AUC': 0.6321208477020264, 'Precision': 0.19731707870960236, 'Recall': 0.5308399200439453, 'all_positives': 17.12359619140625, 'f1_score_metric': 23.783523559570312, 'loss': 0.7040925025939941, 'precision_with_threshold_fixed': 16.35955047607422, 'recall_mul_prediction': 801.8651733398438, 'recall_with_threshold_fixed': 5.32584285736084, 'true_positives': 801.8651733398438, 'val_AUC': 0.6601868867874146, 'val_Precision': 0.20779220759868622, 'val_Recall': 0.6213592290878296, 'val_all_positives': 17.166667938232422, 'val_f1_score_metric': 25.613807678222656, 'val_loss': 0.7318439483642578, 'val_precision_with_threshold_fixed': 15.0, 'val_recall_mul_prediction': 955.1666870117188, 'val_recall_with_threshold_fixed': 4.5, 'val_true_positives': 955.1666870117188, 'learning_rate': 9.999999747378752e-05}
2025-01-11 21:01:11,491 - Epoch 5: {'AUC': 0.646867573261261, 'Precision': 0.21513836085796356, 'Recall': 0.5203412175178528, 'all_positives': 17.12359619140625, 'f1_score_metric': 23.439491271972656, 'loss': 0.693646252155304, 'precision_with_threshold_fixed': 15.988763809204102, 'recall_mul_prediction': 716.3258666992188, 'recall_with_threshold_fixed': 6.5168538093566895, 'true_positives': 716.3258666992188, 'val_AUC': 0.6371122598648071, 'val_Precision': 0.23394496738910675, 'val_Recall': 0.49514564871788025, 'val_all_positives': 17.166667938232422, 'val_f1_score_metric': 23.21533203125, 'val_loss': 0.686490535736084, 'val_precision_with_threshold_fixed': 17.166667938232422, 'val_recall_mul_prediction': 670.0, 'val_recall_with_threshold_fixed': 9.333333969116211, 'val_true_positives': 670.0, 'learning_rate': 9.999999747378752e-05}
2025-01-11 21:01:21,714 - Epoch 6: {'AUC': 0.6596947908401489, 'Precision': 0.2143041491508484, 'Recall': 0.5446194410324097, 'all_positives': 17.12359619140625, 'f1_score_metric': 24.00811195373535, 'loss': 0.6864240765571594, 'precision_with_threshold_fixed': 16.52808952331543, 'recall_mul_prediction': 752.3932495117188, 'recall_with_threshold_fixed': 8.14606761932373, 'true_positives': 752.3932495117188, 'val_AUC': 0.6233812570571899, 'val_Precision': 0.22274881601333618, 'val_Recall': 0.4563106894493103, 'val_all_positives': 17.166667938232422, 'val_f1_score_metric': 23.039676666259766, 'val_loss': 0.681548535823822, 'val_precision_with_threshold_fixed': 15.0, 'val_recall_mul_prediction': 662.5000610351562, 'val_recall_with_threshold_fixed': 4.833333492279053, 'val_true_positives': 662.5, 'learning_rate': 9.999999747378752e-05}
2025-01-11 21:01:31,908 - Epoch 7: {'AUC': 0.6751934885978699, 'Precision': 0.228373721241951, 'Recall': 0.5196850299835205, 'all_positives': 17.12359619140625, 'f1_score_metric': 22.830066680908203, 'loss': 0.6754420399665833, 'precision_with_threshold_fixed': 16.573034286499023, 'recall_mul_prediction': 681.96630859375, 'recall_with_threshold_fixed': 9.089887619018555, 'true_positives': 681.96630859375, 'val_AUC': 0.6225928664207458, 'val_Precision': 0.16359446942806244, 'val_Recall': 0.6893203854560852, 'val_all_positives': 17.166667938232422, 'val_f1_score_metric': 27.656469345092773, 'val_loss': 0.8530005216598511, 'val_precision_with_threshold_fixed': 17.166667938232422, 'val_recall_mul_prediction': 1313.8333740234375, 'val_recall_with_threshold_fixed': 24.33333396911621, 'val_true_positives': 1313.8333740234375, 'learning_rate': 9.999999747378752e-05}
2025-01-11 21:03:44,904 - Epoch 1: {'AUC': 0.5592043399810791, 'Precision': 0.15837392210960388, 'Recall': 0.49081364274024963, 'all_positives': 17.12359619140625, 'f1_score_metric': 21.730113983154297, 'loss': 0.7523597478866577, 'precision_with_threshold_fixed': 0.2584269344806671, 'recall_mul_prediction': 916.3707885742188, 'recall_with_threshold_fixed': 0.01123595517128706, 'true_positives': 916.3707885742188, 'val_AUC': 0.6522446870803833, 'val_Precision': 0.27027028799057007, 'val_Recall': 0.3883495330810547, 'val_all_positives': 17.166667938232422, 'val_f1_score_metric': 18.463199615478516, 'val_loss': 0.6799013018608093, 'val_precision_with_threshold_fixed': 0.0, 'val_recall_mul_prediction': 439.8333435058594, 'val_recall_with_threshold_fixed': 0.0, 'val_true_positives': 439.8333435058594, 'learning_rate': 9.999999747378752e-05}
2025-01-11 21:03:55,488 - Epoch 2: {'AUC': 0.6101430654525757, 'Precision': 0.18886540830135345, 'Recall': 0.5275590419769287, 'all_positives': 17.12359619140625, 'f1_score_metric': 24.37818717956543, 'loss': 0.725466251373291, 'precision_with_threshold_fixed': 11.011236190795898, 'recall_mul_prediction': 829.92138671875, 'recall_with_threshold_fixed': 2.5842697620391846, 'true_positives': 829.92138671875, 'val_AUC': 0.6536535620689392, 'val_Precision': 0.2283105105161667, 'val_Recall': 0.48543688654899597, 'val_all_positives': 17.166667938232422, 'val_f1_score_metric': 23.180015563964844, 'val_loss': 0.713711678981781, 'val_precision_with_threshold_fixed': 11.333333969116211, 'val_recall_mul_prediction': 665.6666870117188, 'val_recall_with_threshold_fixed': 2.8333334922790527, 'val_true_positives': 665.6666870117188, 'learning_rate': 9.999999747378752e-05}
2025-01-11 21:04:05,720 - Epoch 3: {'AUC': 0.6259644031524658, 'Precision': 0.19558599591255188, 'Recall': 0.5059055089950562, 'all_positives': 17.12359619140625, 'f1_score_metric': 23.76563262939453, 'loss': 0.711841344833374, 'precision_with_threshold_fixed': 17.0, 'recall_mul_prediction': 763.8202514648438, 'recall_with_threshold_fixed': 4.887640476226807, 'true_positives': 763.8202514648438, 'val_AUC': 0.6390758752822876, 'val_Precision': 0.1547388881444931, 'val_Recall': 0.7766990661621094, 'val_all_positives': 17.166667938232422, 'val_f1_score_metric': 28.494619369506836, 'val_loss': 0.8189332485198975, 'val_precision_with_threshold_fixed': 17.166667938232422, 'val_recall_mul_prediction': 1523.3333740234375, 'val_recall_with_threshold_fixed': 10.166666984558105, 'val_true_positives': 1523.3333740234375, 'learning_rate': 9.999999747378752e-05}
2025-01-11 21:04:15,698 - Epoch 4: {'AUC': 0.6425907015800476, 'Precision': 0.19717314839363098, 'Recall': 0.5492125749588013, 'all_positives': 17.12359619140625, 'f1_score_metric': 24.35148048400879, 'loss': 0.7014161348342896, 'precision_with_threshold_fixed': 16.719100952148438, 'recall_mul_prediction': 823.1685180664062, 'recall_with_threshold_fixed': 6.460674285888672, 'true_positives': 823.1685180664062, 'val_AUC': 0.6506898403167725, 'val_Precision': 0.236994206905365, 'val_Recall': 0.3980582654476166, 'val_all_positives': 17.166667938232422, 'val_f1_score_metric': 21.411176681518555, 'val_loss': 0.6281891465187073, 'val_precision_with_threshold_fixed': 17.166667938232422, 'val_recall_mul_prediction': 540.5000610351562, 'val_recall_with_threshold_fixed': 5.833333492279053, 'val_true_positives': 540.5, 'learning_rate': 9.999999747378752e-05}
